,customer_age,customer_sex,customer_number_of_dependents,customer_education,customer_civil_status,customer_salary_range,customer_relationship_length,customer_available_credit_limit,credit_card_classification,total_products,period_inactive,contacts_in_last_year,credit_card_debt_balance,remaining_credit_limit,transaction_amount_ratio,total_transaction_amount,total_transaction_count,transaction_count_ratio,average_utilization,account_status,customer_available_credit_limit_below_1450,total_products_0_5,total_products_6_10,total_products_more_than_10,period_inactive_0_3,credit_card_debt_balance_0,transaction_amount_ratio_0_05,transaction_amount_ratio_05_1,transaction_amount_ratio_1_2,transaction_amount_ratio_more_than_2,total_transaction_count_0_25,total_transaction_count_26_50,total_transaction_count_51_100,total_transaction_count_more_than_100,transaction_count_ratio_0_05,transaction_count_ratio_05_1,transaction_count_ratio_1_2,transaction_count_ratio_more_than_2,average_utilization_0_02,average_utilization_02_06,average_utilization_more_than_06
211,29.0,F,1,Graduate,Married,below 40K,36,7.271217139609844,Blue,2,2,0,0,7.271217139609844,0.734,8.469891918298224,84,0.826,0.0,open,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1576,63.0,F,0,Unknown,Married,below 40K,36,8.17526610411206,Blue,4,1,4,2517,6.942156705699469,0.465,7.201916317531627,26,1.0,0.709,open,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1544,,F,0,Doctorate,Married,40-60K,51,8.124743020385568,Blue,3,3,2,948,7.795234929002173,0.461,7.249215057114389,44,0.467,0.281,open,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
6540,56.0,,2,College,Single,below 40K,52,8.19946419761216,Blue,3,5,1,2178,7.2868764117507,0.451,7.5310163320779155,42,0.5,0.599,closed,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
6041,50.0,F,3,Uneducated,Single,below 40K,41,7.848933726364071,Blue,4,2,2,1860,6.555356891810665,0.68,,83,0.804,0.726,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
9372,57.0,,2,Graduate,Married,80-120K,42,9.993099711225815,Blue,36,1,0,2517,9.870861049709035,0.409,7.190676034332207,31,0.409,0.115,open,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5843,37.0,M,2,Graduate,Married,below 40K,36,7.621195162809845,Blue,3,3,4,1687,5.869296913133774,0.677,7.349230824613334,45,0.552,0.827,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2773,51.0,M,2,Post-Graduate,Married,120K and more,45,8.062432791583195,Blue,5,2,1,2517,6.486160788944089,0.708,8.301521654940728,73,0.622,0.793,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
7397,51.0,M,1,Graduate,Single,40-60K,44,10.03108889712985,Gold,3,3,3,1790,9.949034367492098,0.813,9.668840589963489,121,0.754,0.079,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1204,32.0,M,0,College,Single,60-80K,24,8.318010277546872,Blue,3,2,3,0,8.318010277546872,0.836,9.033125752550372,64,0.684,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4597,46.0,F,4,College,Married,40-60K,33,7.792761720816526,Blue,4,1,1,429,7.597897950521784,0.625,8.458928283284262,80,0.739,0.177,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
8776,,M,2,Unknown,Married,60-80K,43,8.052933036797567,Blue,4,3,4,0,8.052933036797567,0.764,7.739359202689098,37,0.321,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
4740,52.0,M,2,Graduate,Single,120K and more,44,10.449178263628198,Blue,5,1,1,2174,10.384121974137889,0.426,7.38770923908104,50,0.515,0.063,open,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
8561,43.0,M,3,Unknown,Married,60-80K,34,10.428068141534455,Blue,1,3,1,1591,7.679713639966372,0.883,9.575122364808813,110,0.803,0.424,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2576,62.0,M,1,Graduate,Single,80-120K,51,8.650149418664864,Blue,6,2,3,0,8.650149418664864,0.583,8.371010681238156,72,0.674,0.0,open,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
5659,48.0,M,4,College,Single,80-120K,36,7.955775781534187,Blue,4,3,2,736,7.65728279297819,0.386,7.231287004327616,40,0.29,0.258,open,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
7665,49.0,M,5,High School,Single,,36,8.626585568187433,Blue,1,2,2,0,8.626585568187433,0.627,8.148734808937169,53,0.71,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3709,63.0,M,0,Graduate,Married,,55,8.176391596633795,Blue,4,1,4,2517,6.946013991099227,0.983,7.731492029245684,56,0.6,0.708,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
193,54.0,F,3,High School,Married,below 40K,36,8.637993891561942,Blue,2,2,1,541,8.537191877922927,0.742,8.440959885416648,84,0.68,0.096,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
254,39.0,F,2,Uneducated,Single,below 40K,35,9.13075589263334,Blue,5,3,3,1479,8.956222016362542,0.843,9.283497892593909,49,0.581,0.16,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
8991,46.0,F,3,High School,Unknown,below 40K,41,7.323170717943469,Blue,2,1,4,0,7.323170717943469,0.819,8.267192185932146,60,0.818,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
8632,32.0,,0,High School,Single,Unknown,21,8.35490952835879,Blue,2,3,1,2295,7.578656850594762,0.628,9.653358136136932,115,0.797,0.54,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
8069,40.0,F,3,High School,Unknown,below 40K,30,9.081711229379001,Blue,5,2,2,918,8.971448463693834,0.471,8.583355393669907,64,3.42,0.104,open,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2026,38.0,M,2,Uneducated,Single,80-120K,22,10.449178263628198,Blue,2,1,3,1595,10.401866031000361,0.824,9.090542808520587,97,0.764,0.046,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
8205,32.0,,2,Uneducated,Single,80-120K,20,10.449178263628198,Silver,2,3,3,2136,10.385296227231626,0.849,9.593355351246755,119,0.75,0.062,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
9216,59.0,F,0,High School,Single,Unknown,36,9.25502688959859,Blue,4,3,1,2148,9.02509454366498,0.737,8.444407421690585,74,0.947,0.205,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1513,45.0,F,3,Graduate,Unknown,below 40K,32,7.9724660159745655,Blue,6,1,3,2018,6.782192056006791,0.705,8.404472321352118,79,0.756,0.696,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1137,44.0,F,2,College,Unknown,Unknown,37,8.628555659269699,Blue,4,3,3,1336,8.355379895253634,0.944,8.357493812658563,75,1.027,0.239,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
3033,55.0,F,1,Unknown,Married,below 40K,50,8.179199798423086,Blue,5,3,4,1401,7.68017564043659,0.903,7.793586803371584,54,0.8,0.393,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
9479,55.0,F,4,Graduate,Married,40-60K,41,7.271217139609844,Blue,1,1,3,0,7.271217139609844,0.861,8.493924564476883,88,0.63,0.0,open,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4359,59.0,M,2,Graduate,Single,120K and more,48,9.798071479779479,Blue,1,3,3,1861,9.688932018408451,0.791,8.463792414689122,78,0.95,0.103,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7580,49.0,M,5,Doctorate,Single,40-60K,43,8.507344855361422,Blue,3,1,1,2002,7.989221408815276,0.684,8.340933226000878,62,0.55,0.404,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
9437,55.0,F,2,College,Married,40-60K,45,8.001355025826703,Blue,2,3,3,1651,7.195937226475569,0.693,9.560081331311986,103,0.873,0.553,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
9551,43.0,M,4,Uneducated,Married,120K and more,36,10.449178263628198,Silver,1,2,1,1816,10.395130356885344,0.995,11.576669920921471,113,0.712,0.053,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
7810,38.0,F,2,Uneducated,Single,,25,7.811163385025279,Blue,2,3,1,872,7.3752557780097545,0.991,8.395251520610994,76,1.111,0.353,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
9304,39.0,F,4,Graduate,Married,Unknown,21,8.521981708148035,Blue,6,1,4,1613,8.134760782418645,0.758,7.562681246721884,40,0.667,0.321,open,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1065,46.0,F,4,Unknown,Married,Unknown,27,8.704502289721232,Blue,1,2,3,0,8.704502289721232,1.031,8.513787398281405,62,0.442,0.0,closed,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3570,42.0,F,4,Post-Graduate,Single,below 40K,36,7.271217139609844,Blue,36,2,3,674,6.638960382248839,1.769,7.804251383528112,55,1.292,0.469,open,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3532,57.0,M,4,Uneducated,Married,120K and more,38,9.89353822168246,Blue,6,6,2,1961,9.789254458374703,1.125,7.716015266642587,58,0.706,0.099,open,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
9806,57.0,M,2,Uneducated,Single,80-120K,43,9.396404915048972,Blue,6,3,1,1749,9.239510749275963,0.736,8.493719835230594,86,0.87,0.145,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7789,44.0,M,4,High School,Single,120K and more,37,9.035510680940524,Blue,5,3,3,1672,8.813438494528507,0.602,7.29641326877392,35,0.75,0.199,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
5433,57.0,F,3,High School,Married,below 40K,39,7.91644286012226,Blue,3,2,1,2321,6.042632833682381,1.315,7.236339342754344,32,0.6,0.846,open,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
414,31.0,M,1,College,Single,40-60K,36,9.315510869581722,Blue,3,1,2,2045,9.112065802707843,0.625,9.545955098183267,92,0.84,0.184,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
8843,28.0,M,0,Post-Graduate,Married,Unknown,13,7.866338923046544,Blue,4,1,2,1630,6.885509670034818,0.521,7.507690077819904,33,0.32,0.625,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
406,50.0,,3,Unknown,Single,below 40K,43,8.00603417874901,Blue,6,1,4,1958,6.947937068614969,0.611,7.636752112435779,48,0.714,0.653,open,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5668,57.0,F,4,High School,Single,Unknown,36,8.388450315523512,Blue,3,6,3,834,8.178077463849608,0.66,8.481773246184977,88,0.913,0.19,open,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6401,50.0,M,3,High School,Single,80-120K,41,10.449178263628198,Silver,2,2,1,0,10.449178263628198,0.627,9.61973109808682,118,0.735,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
2731,53.0,M,3,Graduate,Married,60-80K,36,8.171599480345463,Blue,4,3,2,2517,6.92951677076365,0.569,7.424761761823209,45,0.5,0.711,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
4506,44.0,M,1,College,Divorced,80-120K,39,10.449178263628198,Silver,2,3,2,2361,10.378323238568964,0.529,7.52456122628536,36,0.385,0.068,closed,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1683,35.0,,3,Uneducated,Married,40-60K,36,9.06900719585954,Blue,6,2,5,1647,8.858652969548489,0.971,7.491087593534876,36,0.8,0.19,open,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
7508,57.0,F,0,Unknown,Married,below 40K,42,7.773173680482536,Blue,5,1,4,1515,6.7580945044277305,0.72,8.24143968982973,71,3.07,0.638,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
9109,42.0,M,3,Graduate,Single,80-120K,31,10.449178263628198,Silver,2,2,3,2120,10.38579023736888,0.9,9.590556045830896,97,0.644,0.061,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3013,61.0,,1,Uneducated,Single,40-60K,52,7.685703061234547,Blue,2,1,1,1329,6.742880635791903,0.647,,82,0.745,0.61,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
647,43.0,M,3,Uneducated,Married,120K and more,37,9.735601303538429,Blue,1,2,3,1171,9.663833449094929,0.767,9.663960521971394,120,0.739,0.069,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
5585,43.0,F,4,Unknown,Single,,33,7.83399634170946,Blue,3,3,1,2217,5.730099782973574,0.763,8.391403185357937,69,0.568,0.878,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
8324,44.0,F,1,High School,Married,below 40K,36,8.595819511871428,Blue,5,3,4,0,8.595819511871428,0.819,9.239025005836092,60,0.818,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
5100,36.0,,2,College,Unknown,Unknown,24,8.145549631783584,Blue,6,3,3,1903,7.3427791893318455,0.841,8.607216694063826,87,0.642,0.552,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
8049,37.0,M,3,Uneducated,Married,40-60K,25,7.271217139609844,Blue,5,0,3,0,7.271217139609844,1.023,8.526351129201004,77,0.925,0.0,open,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
7946,50.0,F,1,High School,Married,below 40K,45,7.409741954080923,Blue,5,3,4,1318,5.811140992976701,0.593,8.41913925094085,69,0.533,0.798,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
5838,53.0,F,3,Uneducated,Married,below 40K,36,8.348537825386098,Blue,4,3,2,2417,7.499423290592229,0.522,9.230731061623917,29,1.071,0.572,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
8203,44.0,M,5,Unknown,Married,60-80K,38,10.419927387086586,Silver,3,2,2,928,10.391852820371936,0.732,8.32239411311117,66,0.535,0.028,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7997,42.0,F,1,College,Single,Unknown,31,10.334295468316087,Silver,6,2,3,2228,10.259131965660336,0.712,9.680218993408767,121,0.704,0.072,open,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
3789,43.0,M,2,High School,Single,120K and more,30,9.296151028389293,Blue,1,2,2,2517,9.033483854613287,1.028,8.504107951867582,58,0.487,0.231,closed,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
712,42.0,M,3,High School,Single,below 40K,24,7.682943169878292,Blue,4,3,2,1415,6.628041376179533,0.773,8.515591910049263,77,0.833,0.652,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
7720,36.0,M,2,Graduate,Married,40-60K,18,8.956479847999912,Blue,3,1,3,1408,8.756210091886738,0.365,6.343880434126331,23,0.643,0.181,closed,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
131,43.0,F,4,Graduate,Unknown,below 40K,34,7.58629630715272,Blue,5,3,3,979,6.899723107284872,1.024,8.602636673233706,75,0.974,0.497,open,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
8,45.0,F,5,Unknown,Married,Unknown,40,9.597505722912913,Blue,3,2,2,0,9.597505722912913,0.708,8.446770727119691,85,0.735,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
8633,41.0,F,2,High School,Single,40-60K,36,7.353081920515432,Blue,4,5,3,1169,5.971261839790462,0.573,8.387312270561717,67,0.595,0.749,open,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
8903,56.0,F,1,High School,Single,below 40K,43,7.980365765111246,Blue,3,2,2,1934,6.8966943316227125,0.577,8.258681496264236,68,0.7,0.662,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
885,52.0,,3,Graduate,Married,120K and more,36,8.253488028345904,Blue,1,2,3,2517,7.188412736496954,0.841,7.893572073504902,51,0.545,0.655,closed,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
4094,43.0,M,2,High School,Single,,35,7.522400231387125,Blue,5,2,2,1293,6.320768294250582,0.835,8.450625947144124,71,0.972,0.699,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
8766,38.0,M,2,Post-Graduate,Single,80-120K,22,9.642771928314161,Blue,4,1,2,0,9.642771928314161,0.638,8.122074375362217,69,0.533,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
8917,48.0,M,2,College,Divorced,80-120K,40,8.4071550862073,Blue,4,3,3,0,8.4071550862073,0.89,8.416267272826277,63,0.37,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
7577,35.0,F,1,High School,Married,Unknown,23,7.271217139609844,Blue,3,3,1,0,7.271217139609844,0.751,8.292798858200374,82,3.04,0.0,open,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
778,40.0,M,3,High School,Married,60-80K,27,8.826587830773668,Blue,3,2,1,2332,8.407601514786142,0.58,7.876258882303226,51,0.378,0.342,closed,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
532,43.0,,4,Graduate,Married,below 40K,38,7.884199933676039,Blue,4,2,2,1650,6.912742820493176,0.701,8.300280189852664,62,0.59,0.621,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
7190,40.0,M,3,Graduate,Divorced,80-120K,22,7.562681246721884,Blue,2,2,3,0,7.562681246721884,0.672,6.660575149839686,28,0.75,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9444,40.0,M,4,Unknown,Divorced,40-60K,28,10.085017129129874,Gold,4,2,2,1788,10.007532202822729,0.631,7.259116128097101,34,0.308,0.075,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
5242,43.0,M,3,Post-Graduate,Married,40-60K,31,10.085017129129874,Platinum,2,3,4,593,10.05997834929556,0.987,,65,0.512,0.025,closed,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1583,57.0,F,0,College,Married,below 40K,47,8.506132244056813,Blue,2,3,1,1779,8.060224240440958,0.536,8.30325712085294,72,0.756,0.36,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
7743,37.0,F,3,College,Married,below 40K,28,7.488852955733459,Blue,4,2,1,0,7.488852955733459,1.001,8.163656176168432,56,0.931,0.0,open,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1045,39.0,F,1,Post-Graduate,Single,40-60K,32,9.787739943991815,Silver,5,2,3,0,9.787739943991815,0.82,8.457867725331422,76,0.689,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4775,46.0,,5,Unknown,Married,,35,7.489970898834801,Blue,3,3,3,796,6.901737206656574,0.722,8.171599480345463,57,4.83,0.445,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
3571,52.0,M,2,High School,Married,80-120K,36,9.800679332554447,Blue,2,3,1,0,9.800679332554447,0.819,9.52937575208596,104,0.677,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
3605,50.0,M,1,Post-Graduate,Unknown,80-120K,38,7.890956716138919,Blue,2,3,4,0,7.890956716138919,1.043,8.502891406705377,54,0.459,0.0,closed,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
98,47.0,M,4,Unknown,Married,60-80K,36,9.267193183568965,Blue,4,5,2,1749,9.086589564540008,0.655,9.824660771990157,108,0.588,0.165,open,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
9016,48.0,F,5,Post-Graduate,Married,,38,7.98139158158007,Blue,3,3,1,716,7.700747794511798,0.949,8.347353412124338,78,0.592,0.245,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
3706,51.0,M,2,Graduate,Single,40-60K,41,8.026823576217629,Blue,1,3,3,2058,6.911747300251674,0.622,8.894121641382213,75,0.705,0.672,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
6074,37.0,M,2,Graduate,Single,120K and more,25,8.633374945705647,Blue,3,3,0,0,8.633374945705647,0.995,7.355001921105257,31,0.476,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
5854,51.0,M,3,Post-Graduate,Married,40-60K,36,8.977777598745481,Blue,6,1,4,1445,8.776475789346321,0.75,8.246695943718557,65,0.806,0.182,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1386,57.0,M,1,Doctorate,Married,80-120K,52,9.247443459927686,Blue,18,2,3,1540,9.086815885690685,0.547,7.174724309836376,32,0.28,0.148,open,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1623,51.0,F,1,Unknown,Single,below 40K,42,8.082093278178382,Blue,4,3,3,0,8.082093278178382,0.797,8.281977058867758,80,0.739,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6278,55.0,F,1,Graduate,Married,below 40K,38,7.617267813628347,Blue,5,5,2,1037,6.903747257584598,1.064,8.318742252692399,82,0.708,0.51,open,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
65,62.0,F,0,Graduate,Single,Unknown,45,9.259416209622776,Blue,2,2,3,0,9.259416209622776,0.886,8.46695197497949,88,0.725,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
9853,54.0,M,4,Graduate,Married,120K and more,36,8.946895523888447,Blue,2,3,5,0,8.946895523888447,0.61,8.944680683558895,68,0.789,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7973,30.0,F,0,Graduate,Single,below 40K,17,8.490438454107418,Blue,3,2,1,1090,8.236950048061455,0.679,7.9748769005588755,69,0.816,0.224,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
6402,65.0,M,0,High School,Unknown,,36,7.653020413804189,Blue,3,3,2,1008,7.002155954403621,0.953,8.272059622210412,67,2.615,0.478,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
2781,37.0,F,2,Graduate,Married,below 40K,31,8.001019961323651,Blue,1,3,3,0,8.001019961323651,0.77,8.492490578775866,86,0.87,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
8063,39.0,F,2,High School,Married,40-60K,29,9.124019665509655,Blue,6,1,1,2047,8.871505346165781,1.419,7.499423290592229,33,0.737,0.223,open,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
8087,45.0,F,2,Uneducated,Single,,35,8.412943170042439,Blue,6,3,2,1562,7.987184748233473,0.604,8.286017468404763,68,0.619,0.347,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2211,48.0,F,1,Graduate,Single,below 40K,35,7.278628942320682,Blue,5,2,2,0,7.278628942320682,0.785,8.475746001502063,88,0.913,0.0,open,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4878,61.0,M,0,High School,Married,60-80K,36,9.123910643977796,Blue,4,3,3,1567,8.936561204693394,1.451,7.515344571180436,42,0.75,0.171,open,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1201,46.0,,2,Graduate,Married,below 40K,38,7.968319500012717,Blue,4,3,0,2245,6.466144724237619,0.772,7.01301578963963,26,0.368,0.777,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
6612,34.0,F,3,Uneducated,Single,40-60K,20,9.070848393157585,Blue,1,2,3,874,8.964951211714654,0.708,9.660332602134424,94,0.709,0.1,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3408,26.0,M,1,Unknown,Single,below 40K,13,7.8156105320351905,Blue,6,2,3,828,7.409136443920128,0.44,7.707512194600341,44,0.294,0.334,open,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
7360,47.0,M,2,Uneducated,Married,80-120K,38,10.449178263628198,Silver,4,3,4,733,10.427712996365136,1.229,8.012349639327795,60,0.538,0.021,open,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
6985,63.0,M,1,Graduate,Unknown,below 40K,52,7.271217139609844,Blue,6,3,3,0,7.271217139609844,0.854,10.217969771265725,78,0.5,0.0,open,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
95,47.0,,3,Graduate,Married,80-120K,41,9.392411897514927,Blue,6,1,4,1424,9.266058860732526,0.749,8.324821298768782,80,0.86,0.119,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
5080,56.0,M,2,College,Single,60-80K,43,10.449178263628198,Gold,2,1,2,2022,10.388810735889695,0.761,11.466158752241443,116,0.785,0.059,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
4695,53.0,M,4,Graduate,Single,40-60K,36,7.7406644019172415,Blue,4,5,3,0,7.7406644019172415,0.655,,79,0.756,0.0,open,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
8153,52.0,M,2,High School,Single,60-80K,45,8.931551966694522,Blue,5,3,2,1173,8.763115329619787,0.541,7.268920128193722,32,0.6,0.155,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
8496,42.0,M,1,High School,Divorced,80-120K,38,9.388151773292252,Blue,4,2,1,1172,9.28489110324048,0.614,8.48920515487607,77,0.878,0.098,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
8830,,F,3,Graduate,Married,Unknown,39,8.080237416216702,Blue,5,3,2,1172,7.629489916393995,0.514,8.39366870513074,64,0.73,0.363,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
